,PH,TTP,AUC,MTT,Max_Df,BAT,PH_Frame,AUC0.5,AUC1,AUC1.5,AUC2.0
ANY_374_View1,0.047196654623075686,0.2,0.022767754350445753,0.30000000000000004,0.034976779442697545,0.0,1,0.0017488389721348773,0.010384091511133915,0.014054191535533663,0.01706505765047062
ANY_374_View2,0.3002851618555023,0.6000000000000001,0.1311293447410741,0.4,0.08639455225395332,0.2,2,0.022650779233464077,0.07515317489369776,0.12388925047583667,0.13657119371945436
ANY_150,10.830670951859107,2.2,44.646158547475565,4.4,1.5596119336317593,1.0,7,19.147957137795313,41.0045426265757,44.57657531833816,44.57657531833816
ANY_103,12.295276464069508,2.4000000000000004,39.64904663727162,3.4000000000000004,2.060237755215643,1.3,7,16.061208219571462,29.54594677064586,38.28922667378967,39.72626956187187
ANY_132,5.208775012915574,6.4,32.245828768712244,6.8999999999999995,0.796488695016017,1.4000000000000001,17,14.819249048517316,30.861156903893473,32.248265520185676,32.248265520185676
ANY_196,16.806959184581977,2.1,49.68584726020263,4.500000000000001,1.484748897191233,0.7000000000000001,6,25.104101252360106,43.87579811977535,48.930011344126704,48.930011344126704
ANY_176,25.91943458319509,2.1,48.39009395146288,2.0,4.313183657786619,1.2000000000000002,6,16.40725833869809,39.40995157216409,48.01469170961962,48.01469170961962
ANY_120,8.072074734148378,6.1000000000000005,45.10076074692492,6.0,0.838942577917501,0.1,16,11.624065510410224,32.83276723390468,45.06923890874645,45.06923890874645
ANY_111,9.836939381052108,2.4000000000000004,47.94667356193805,5.4,1.791482693667387,0.9,7,22.532242196782285,45.5972814977876,47.94308552934685,47.94308552934685
ANY_328,11.475884095719394,3.1,43.20050323686739,3.9000000000000004,1.194826410635598,1.2000000000000002,9,13.898671386831163,35.174062375778554,42.396425826283775,42.396425826283775
ANY_197,32.30911385552014,3.3000000000000003,73.27266385956854,2.4000000000000004,2.65732587076832,0.9,10,17.972237466177006,53.68772573938503,72.88125406085628,72.88125406085628
ANY_373,10.306728205417905,3.1,54.743634374090455,6.000000000000001,1.2344484907370887,1.1,9,24.28857594240374,50.19718963708919,54.21987344671331,54.21987344671331
ANY_171,28.795579888565218,1.9000000000000001,80.55537961042843,5.6000000000000005,3.9747796501403077,0.9,6,46.09416619188453,73.69973200366776,78.89832331600819,78.89832331600819
ANY_379,7.251022133909747,3.3000000000000003,37.97898985212608,6.0,0.719428251301461,1.1,10,16.930767938982683,35.17959843737504,37.97178943125861,37.97178943125861
ANY_107,3.8917582913923336,6.2,8.006813486679173,1.0,0.4254500054607877,1.1,17,0.44827997659750723,1.1893162493688028,1.994682895578293,2.728516362702152
ANY_123,10.195290515550328,2.8000000000000003,23.62026747012994,2.1,1.288979148771939,1.4000000000000001,8,5.857059550768566,15.802753893168497,20.04532940313259,22.16069258092844
ANY_336,25.49375249654593,3.6,42.23403877547922,1.7,2.392623777376468,1.2000000000000002,11,6.565069825926432,24.76203309037746,41.80611646766128,41.80611646766128
ANY_178,71.26882774334776,3.4000000000000004,222.9344912550148,3.3000000000000007,5.900812569485467,1.3,10,60.81857761937428,179.394941194947,220.87219800006886,220.87219800006886
ANY_106,3.9974382689815133,2.4000000000000004,14.01384741070404,3.8000000000000007,0.7875888192220414,1.2000000000000002,7,6.44733620422384,11.844545250805881,13.957084444046133,13.985864806584392
ANY_130,18.488082566148055,5.4,92.30737556229994,5.2,1.4048669966733698,0.7000000000000001,16,32.25771359238499,79.80016953235564,92.26212742675305,92.26212742675305
ANY_110,17.042162409927098,3.0,68.37822231101957,4.800000000000001,1.571861733788242,1.4000000000000001,9,30.113679852053977,62.50514480834312,68.06576593171805,68.06576593171805
ANY_314_View1,5.34220655546303,6.300000000000001,17.765346372846892,4.300000000000001,0.5016069047816916,1.8,17,7.0764217811497305,15.135454932013966,17.746937586220525,17.746937586220525
ANY_314_View2,6.7972931761812845,3.3000000000000003,25.35051546325224,4.2,0.9396828012537949,1.3,10,10.904820880944524,21.95175675394871,25.364829921845004,25.364829921845004
ANY_126,7.7532503879966885,3.0,8.865553207284067,1.2000000000000002,1.1119062691414439,2.1,9,1.7457887024766259,6.0913665141369915,8.867612578292848,8.867612578292848
ANY_317,4.6664848337408396,6.800000000000001,12.473165716084091,2.2,0.3679635350567576,1.7000000000000002,17,1.6831835911188169,3.4237343674330822,5.718288787174471,9.4461366255891
ANY_129,21.067888907042423,4.0,58.28267416478749,2.9000000000000004,2.107748155462877,1.6,12,18.420554515869394,49.71821120319678,58.06333711467731,58.06333711467731
ANY_183,24.79269390041924,3.9000000000000004,71.18123946130784,3.4000000000000004,2.461348971541612,0.1,12,2.4086593538687566,31.001205702279165,64.16675752347447,71.08924818247736
ANY_378,6.082473441700124,4.3,35.964695833513446,7.1000000000000005,0.8259725406762688,1.1,13,17.14970107050104,33.968096349021046,35.913323023976794,35.913323023976794
ANY_357,2.4973378818425793,6.300000000000001,7.410503301793767,5.500000000000001,0.2317532271629401,0.7000000000000001,16,3.2984688354740337,6.0690317852392175,7.411033442812727,7.411033442812727
ANY_168,1.830688658104219,2.4000000000000004,5.655719219832725,3.5,0.1389155993580238,0.8,7,1.9430417440924432,4.743700870787732,5.634695247442792,5.634695247442792
ANY_353,11.943028699928723,2.0,38.58802921390311,4.6000000000000005,2.310413090210291,0.9,6,21.091656086726207,36.62213095836907,38.60014117715772,38.60014117715772
ANY_333,4.117030694490159,1.5,12.437419307612563,3.4000000000000004,1.0302402723969675,0.9,5,5.925892652495735,11.249111353344896,12.431544411796825,12.431544411796825
ANY_144,15.611841841055792,14.8,65.04583833402647,4.199999999999999,0.2212201472289017,7.300000000000001,25,6.181747635307806,20.67120326595303,43.34625849585023,62.27185894884387
ANY_173,4.197780722568263,2.3000000000000003,4.019980103592831,0.9000000000000001,1.0359552312788156,1.6,7,0.6204620418404937,2.6348167061042282,3.8262702101299504,4.067784993577512
ANY_367,10.58752682126872,3.9000000000000004,33.29328427711032,3.1000000000000005,1.0701988602626358,0.0,12,2.992211104722749,14.995694046422084,30.293907468131707,33.29328427711032
ANY_135,5.5069811634258246,3.5,22.103155395422103,4.700000000000001,0.4831753831610276,1.1,11,8.113646135628056,20.237026760748964,22.10943121858262,22.10943121858262
ANY_104,6.504483873291827,4.6000000000000005,40.19933822044168,7.199999999999999,0.8595122076587343,1.0,14,18.295350664774528,38.125036510735406,40.236930335859945,40.236930335859945
ANY_369,3.0157644508301495,1.8,12.664524953028776,4.5,0.5478914483653539,1.1,5,5.231246549653382,11.425859530155721,12.670963088559096,12.670963088559096
ANY_310,14.069890609707441,2.0,45.937371401743114,3.6000000000000005,2.284460510751445,0.9,6,19.58906976933639,41.45600915987551,45.89826071782028,45.89826071782028
ANY_356,25.845352172851566,2.0,36.39051538761171,1.5000000000000002,3.837029377845423,1.1,6,10.070912258900597,29.29869833996623,35.99013296793301,35.99013296793301
ANY_152,8.149092505671794,2.5,39.59555986096007,5.9,1.1113831886220384,1.3,8,20.342248423307748,37.14446539868474,39.46479406423437,39.46479406423437
ANY_393,10.433277027537818,3.0,28.527736488037508,3.5,1.4484054040996606,1.8,9,12.842529683875446,25.249225695982457,28.495766837945936,28.495766837945936
ANY_148,9.230343403247431,1.8,39.13243354479895,5.4,1.1632990818100224,0.0,5,14.892905011582139,31.75423889738097,39.13243354479895,39.13243354479895
ANY_172,10.056450421190094,3.5,43.598809203550154,4.500000000000001,1.1696927024649442,0.8,11,16.787921642419064,39.05217313433781,43.441345483160255,43.441345483160255
ANY_360,10.46779255599485,2.5,47.41728076839029,5.2,1.1057977129375565,0.9,8,21.56571728536576,44.18950866847324,47.2352448849921,47.2352448849921
ANY_184,0.08604949668806025,2.0,0.029206509451340595,0.30000000000000004,0.03141294604603781,1.6,6,0.0005493567366521843,0.010565895089131819,0.018870636330371022,0.03115898467651385
ANY_352,5.123641579807943,1.8,9.776911896391452,2.1,1.483626283342999,1.3,5,3.93478954374781,7.762651865036458,9.84482277378006,9.84482277378006
ANY_442,,,,,,,,,,,
